issue_number,title,body_excerpt,html_url,state,maintainer_labels,predicted_candidate_label,confidence,reason
1180,Droplet sizes in doctl do not match those displayed in the Web,"**Describe the Issue:** `doctl compute size list` lists 70 different types of VMs, however many of those do not match with what's provided on the web site. Every size that is present in the command output with a disk size of over 100gb s...",https://github.com/digitalocean/doctl/issues/1180,closed,bug;waiting-response,bug,0.750,over_max_per_class
1192,Getting Duplicate Suggestions for invalid commands  ,"**Describe the Issue:** <!-- Please provide a clear and concise description of the problem you are facing including the steps to reproduce the issue. --> Currently if a user use a invalid command ```doctl apa``` , we are getting duplicat...",https://github.com/digitalocean/doctl/issues/1192,closed,bug,bug,0.750,over_max_per_class
1217,`doctl apps spec validate app.yml` returns error when `health_check.port` is used,"**Describe the Issue:** Running `doctl apps spec validate app.yml` throws validation error when `port` is used within health_check block. Returns error: `Error: parsing app spec: json: unknown field ""port""` **Environment:** - doctl versi...",https://github.com/digitalocean/doctl/issues/1217,closed,bug;waiting-response,bug,1.000,over_max_per_class
1262,Use consistent aliases for `list` and `delete` sub-commands,"**What is the problem this feature would solve? Please describe.** Many `doctl` commands provide aliases allowing you to use a shorter version of the command. In particular, `list` is often aliased as `ls` and `delete` is often aliased a...",https://github.com/digitalocean/doctl/issues/1262,closed,good first issue;hacktoberfest;suggestion,enhancement,0.750,over_max_per_class
1263,Add --wait flag to database create command,"**What is the problem this feature would solve? Please describe.** `doctl` aims to be useful in scripting. One way it does this is by providing a `--wait` flag for long running, async operations to block until until they are complete rat...",https://github.com/digitalocean/doctl/issues/1263,closed,hacktoberfest;suggestion,enhancement,1.000,over_max_per_class
1264,Add --wait flag to load-balancer create command,"**What is the problem this feature would solve? Please describe.** `doctl` aims to be useful in scripting. One way it does this is by providing a `--wait` flag for long running, async operations to block until until they are complete rat...",https://github.com/digitalocean/doctl/issues/1264,closed,hacktoberfest;suggestion,enhancement,1.000,over_max_per_class
1267,--interactive false still gives a confirmation prompt,Using `--interactive false` with `doctl compute droplet delete` still produces the ``` Warning: Are you sure you want to delete 2 Droplets? (y/N) ? ``` prompt. How can a response be expected to a prompt in a non-interactive environment? ...,https://github.com/digitalocean/doctl/issues/1267,closed,bug,bug,0.750,over_max_per_class
1271,doctl fails to get env vars,**Describe the Issue:** Doctl fails to get env vars (Windows 10): `doctl sbx fn get sample/hello -v --save-env test.txt` (--save-env-json also fails) **Environment:** <!-- Please provide the following information: --> - doctl version: 1....,https://github.com/digitalocean/doctl/issues/1271,closed,bug,bug,1.000,over_max_per_class
1274,Add a Dependabot to Automate dependency checks,Add a Dependabot to Automate dependency checks in `.github`,https://github.com/digitalocean/doctl/issues/1274,closed,,,0.000,no_high_confidence_signal
1291,Broken link to AUR package,"**Describe the Issue:** https://github.com/digitalocean/doctl#arch-linux contains a link whose text is ""AUR"" that points to https://aur.archlinux.org/packages/doctl-bin/. When I follow that link, it redirects to https://aur.archlinux.org...",https://github.com/digitalocean/doctl/issues/1291,closed,bug,bug,1.000,over_max_per_class
1306,Unable to get a cluster list with custom columns containing tags,"**Describe the Issue:** ``` doctl kubernetes cluster list --format=Name,Status,Tags Error: unknown column ""Tags"" ``` **Environment:** - doctl version: doctl version 1.85.0-release - OS: macOS BigSur - Installation method: Homebrew **Addi...",https://github.com/digitalocean/doctl/issues/1306,closed,bug,bug,1.000,over_max_per_class
1312,Unable to remove the label from the Kubernetes cluster node pool.,"Unable to remove the label for the Kubernetes cluster node pool. For adding a persistent node label to the Kubernetes worker nodes, we need to label the node pool using doctl. Once the label has been added how to remove it? The documenta...",https://github.com/digitalocean/doctl/issues/1312,open,bug,bug,1.000,over_max_per_class
1322,Microservices deployment -> doctl - create with upsert and update fails to update app component,**Describe the Issue:** Trying to host an app on DO. This app comprises of two components. Trying to achieve this via Github actions. The first app in an HTTP app - so when the update is attempted after a push to a branch it complains `R...,https://github.com/digitalocean/doctl/issues/1322,closed,bug;Needs Investigation;waiting-response,bug,1.000,over_max_per_class
1326,doctl as NPM package and .deb,**What is the problem this feature would solve? Please describe.** - We can use doctl as a dependency on NPM. This eases the integration with native code and reduces friction for CI/CD. - `.deb` packages are preferred under linux environ...,https://github.com/digitalocean/doctl/issues/1326,closed,suggestion,enhancement,0.750,over_max_per_class
1329,oh-my-zsh plugin not working,"**Describe the Issue:** The plugin is installed by adding the doctl keyword to the *plugins* line: ``` plugins=(git pyenv tmux docker doctl) ``` After logging into a new shell, there is no sign of completion at all. ``` doctl compute TAB...",https://github.com/digitalocean/doctl/issues/1329,closed,bug,bug,0.750,over_max_per_class
1330,App platform metrics?,"**What is the problem this feature would solve? Please describe.** <!-- A clear and concise description of what the problem is. Ex. I'm always frustrated when [...] --> How do I get the App platform's metrics? Like CPU, MEM etc.. Is it p...",https://github.com/digitalocean/doctl/issues/1330,open,do-api;suggestion,enhancement,0.600,below_min_confidence
1331,doctl sls fn invoke not handling function timeout correctly,"**Describe the Issue:** <!-- Please provide a clear and concise description of the problem you are facing including the steps to reproduce the issue. --> Invoke a function that times out, e.g.: ``` > time doctl sls fn invoke sleep Reques...",https://github.com/digitalocean/doctl/issues/1331,open,bug;Needs Investigation,bug,0.750,over_max_per_class
1334,--wait does not wait for cloud-init to finish,"**Describe the Issue:** I'm running the following command: ``` doctl compute droplet create \ --region ""${JX_DO_REGION}"" \ --image ""${JX_DO_DROPLET_IMAGE}"" \ --size ""${JX_DO_DROPLET_SIZE}"" \ --ssh-keys ""${JX_DO_SSH_KEY}"" \ --enable-monit...",https://github.com/digitalocean/doctl/issues/1334,closed,work-around-available,question,0.400,below_min_confidence
1340,"private networking is enabled even though flag is set to off, need private network off",``` doctl compute droplet create --image 122088422 --size s-1vcpu-1gb --region sfo3 conference-1.example.com --ssh-keys 1234566 --enable-private-networking=false --droplet -agent=false doctl compute droplet create --image 122088422 --siz...,https://github.com/digitalocean/doctl/issues/1340,closed,bug,bug,0.750,over_max_per_class
1344,"Serverless deploy command automatically creating ""__deployer__.zip"" and ignoring main file configuration in project.yml",**Describe the Issue:** When running the `doctl serverless deploy` comand in my project a `__deployer__.zip` file is automatically generated for a function that has multiple files located under the `src` directory. I have 27 other functi...,https://github.com/digitalocean/doctl/issues/1344,closed,bug,bug,0.750,over_max_per_class
1358,Bring back SizeSlug option to doctl compute droplet list,**What is the problem this feature would solve? Please describe.** There is no easy way to know *exactly* what droplet I'm using - neither from the UI nor CLI. As far as I researched the only way is to use JSON output in `doctl compute d...,https://github.com/digitalocean/doctl/issues/1358,open,suggestion,enhancement,0.750,over_max_per_class
1359,Database Replica Functions Missing Integration Tests,"**Describe the Issue:** When working on #1348 to add `promote` functionality it was discovered that other endpoints under `replica` are missing integration tests. `replica create`, `replica delete`, `replica get`, `replica list`, and `re...",https://github.com/digitalocean/doctl/issues/1359,closed,enhancement;good first issue;hacktoberfest;help wanted,enhancement,0.750,over_max_per_class
1364,Provide Proper Snap Package on ARM,"**Describe the Issue:** I install an Ubuntu 2022 ARM VM on my Mac, but when I install Doctl I get version 1.54 from 2016 <!-- Please provide a clear and concise description of the problem you are facing including the steps to reproduce t...",https://github.com/digitalocean/doctl/issues/1364,open,bug;packaging;snap,bug,0.750,over_max_per_class
1365,Add CSV export alongisde text/json,**What is the problem this feature would solve? Please describe.** I'm always frustrated when I want to work with the data exported from doctl and I can't output it in a basic CSV output that is easy to parse in many scripts. **Describe ...,https://github.com/digitalocean/doctl/issues/1365,open,suggestion,enhancement,0.750,over_max_per_class
1366,Can't use shell autocompletion on macOS + zsh,**Describe the Issue:** I followed the instructions for installing shell autocompletion on macOS: https://github.com/digitalocean/doctl#enabling-shell-auto-completion On the last step when I ran `source ~/.zshrc` I got these errors: ```b...,https://github.com/digitalocean/doctl/issues/1366,closed,bug,bug,1.000,over_max_per_class
1367,"Add command ""Add ssh key to droplet"" (Renewed, was not considered all around)",**What is the problem this feature would solve? Please describe.** Being able to build from an API and assign a key after the fact without ever giving password access to a droplet **Describe the solution you'd like** doctl compute drople...,https://github.com/digitalocean/doctl/issues/1367,open,do-api;suggestion,enhancement,1.000,over_max_per_class
1375,Cannot get read-only creds with `doctl registry login`,"**Describe the Issue:** There's no command line flag to log into the DO registry read-only, though that's the default on `doctl registry config`. This means that logins always request read-write access, which fails if doctl is logged in ...",https://github.com/digitalocean/doctl/issues/1375,closed,bug,bug,1.000,over_max_per_class
1380,`doctl registry gc start` does nothing,"**Describe the Issue:** I'm trying to add container registry garbage collection to one of my scripts. Naturally, I added this, which gets run successfully: ``` doctl registry gc start --force ``` Or so it would appear. Checking the statu...",https://github.com/digitalocean/doctl/issues/1380,closed,bug,bug,0.750,over_max_per_class
1382,`doctl version` now outputs json without `-o json` switch,**Describe the Issue:** **Environment:** <!-- Please provide the following information: --> - doctl version: 1.96.1-release - OS: Ubuntu 22.04.2 LTS (GNU/Linux 5.15.0-73-generic x86_64) - Installation method: binary download via GH relea...,https://github.com/digitalocean/doctl/issues/1382,closed,bug,bug,1.000,over_max_per_class
1390,panic: runtime error: invalid memory address or nil pointer dereference,**Problem with doctl registry repository** When i run this command i get a title message ```bash doctl registry repository list-v2 --access-token=dop_********* ``` **Environment:** - doctl version: doctl version 1.97.0-release Git commit...,https://github.com/digitalocean/doctl/issues/1390,closed,bug,bug,1.000,over_max_per_class
1394,--access-token flag ignored when also providing --context flag,"**Describe the Issue:** I am attempting to create an auth context with a custom name, with a token from my env vars. If I use… ```shell $ doctl auth init --access-token ""${DIGITALOCEAN_TOKEN}"" ``` … it works just fine, but if I use… ```s...",https://github.com/digitalocean/doctl/issues/1394,open,bug,bug,1.000,over_max_per_class
1396,--access-token flag ignored when removing registry,**Describe the Issue:** if I switch context `doctl auth switch --context Hyper_Example` and if I use token form Super_Example workspace `doctl registry delete --force -t XXXX` token will be ignored and doctl will delete registry from cur...,https://github.com/digitalocean/doctl/issues/1396,open,bug,bug,1.000,over_max_per_class
1407,doctl auth init -t TOKEN should not print token to stdout,"**Replication Steps** When using doctl the default behavior of token auth, is to print the token to stdout per `<redacted>`. ``` doctl auth init -t $TOKEN Using token [<redacted>] Validating token... OK ``` This behavior is undesirable a...",https://github.com/digitalocean/doctl/issues/1407,closed,bug,bug,0.750,over_max_per_class
1415,Provide the tool as an AppImage,**What is the problem this feature would solve? Please describe.** There is no package for my distribution. **Describe the solution you'd like** It would be nice if you could offer an updateable AppImage of your tool. That would make it ...,https://github.com/digitalocean/doctl/issues/1415,open,packaging;suggestion,enhancement,1.000,over_max_per_class
1417,Unable to delete tags from bash variable,"**Describe the Issue:** When using the `doctl registry repository delete-tag` command and I want to delete multiple tags, I need to enter them all manually, instead of sourcing them from a bash variable. When sourced from a variable, `do...",https://github.com/digitalocean/doctl/issues/1417,closed,bug,bug,0.750,over_max_per_class
1420,Replace deprecated `set-output` command with environment file,"**Describe the issue** In workflow, `set-output` command is deprecated and will be disabled soon. Please upgrade to using Environment Files. For more information, see: [https://github.blog/changelog/2022-10-11-github-actions-deprecating-...",https://github.com/digitalocean/doctl/issues/1420,closed,hacktoberfest,,0.000,no_high_confidence_signal
1426,compute image create --image-file,"**What is the problem this feature would solve? Please describe.** For example Fedora CoreOS offer a digitalocean image, and they helpfully provide cryptographic signatures to verify that the image you download is correct. But since digi...",https://github.com/digitalocean/doctl/issues/1426,closed,do-api;suggestion,enhancement,1.000,over_max_per_class
1436,Not Possible to See CName Domain Record Tags from the CLI with Doctl?,"**What is the problem this feature would solve? Please describe.** The command `doctl compute domain records list somedomain.com` omits the ""tag"" column (used exclusively for CName domain records), although this information becomes avail...",https://github.com/digitalocean/doctl/issues/1436,closed,suggestion,enhancement,0.750,over_max_per_class
1444,403 response on cluster kubeconfig save from the pipeline in Gitlab,We've been using Gitlab CI since forever and everything worked fine until this night. Started from this morning the `doctl kubernetes cluster kubeconfig save` command fails from the pipeline resultin in a 403 response. The command follow...,https://github.com/digitalocean/doctl/issues/1444,closed,bug,bug,1.000,over_max_per_class
1447,`doctl auth init` connection refused,**Describe the Issue:** ```❯ doctl auth init Please authenticate doctl for use with your DigitalOcean account. You can generate a token in the control panel at https://cloud.digitalocean.com/account/api/tokens ❯ Enter your access token: ...,https://github.com/digitalocean/doctl/issues/1447,open,bug,bug,1.000,over_max_per_class
1449,Ability to validate App Spec Schema in Offline Mode,"**What is the problem this feature would solve? Please describe.** This feature would solve the following problems & issues: - No ability to run the following command in ""offline"" mode. For example: doctl app spec validate .do/app.yml --...",https://github.com/digitalocean/doctl/issues/1449,closed,suggestion,enhancement,1.000,over_max_per_class
1460,Get deployment status via doctl,"**What is the problem this feature would solve? Please describe.** According to the documentation, the [`get-deployment`](https://docs.digitalocean.com/reference/doctl/reference/apps/get-deployment/) command doesn’t contain any status fi...",https://github.com/digitalocean/doctl/issues/1460,closed,api-parity;suggestion,enhancement,0.750,over_max_per_class
1461,Ability to deploy separate parts of an App,"**What is the problem this feature would solve? Please describe.** I have an App which consists of a static site, a backend api & a database. Whenever I create a new deployment for this app it seems like it's redeploying everything. The ...",https://github.com/digitalocean/doctl/issues/1461,open,suggestion,enhancement,1.000,over_max_per_class
1464,doctl registry garbage-collection start --force moves the registry to RO mode but don't run garbage collector,**Describe the Issue:** Hello! I tried to run the garbage-collection via the doctl but got that my container registry moved to RO mode and I sew the following action status: ```shell doctl registry garbage-collection get-active UUID Regi...,https://github.com/digitalocean/doctl/issues/1464,closed,bug,bug,0.750,over_max_per_class
1465,webgui xterm code ,**What is the problem this feature would solve? Please describe.** Please let me know where i can find the code for the do xterm web display. Im curios on how i can incorporate the do access mechanism to my users service as Eventually wi...,https://github.com/digitalocean/doctl/issues/1465,closed,suggestion,enhancement,0.750,over_max_per_class
1474,Serverless triggers are not being deployed,**Describe the Issue:** Hi! I'm trying to use doctl to deploy a serverless function with a cron trigger. When I run the `doctl serverless deploy` command my function is deployed but the trigger is not. I do not see a section in my consol...,https://github.com/digitalocean/doctl/issues/1474,open,bug;do-api,bug,0.750,over_max_per_class
1505,"Why do we have to SSH into a droplet, and then install the Droplet Agent?  Why can't you just pre-install it?","Hello. I love being able to just click ""Console"" and have a direct access to my droplet. It is a pain to have to download Putty, figure out how to connect, enter my password, then install the Droplet Agent. Can you please just include th...",https://github.com/digitalocean/doctl/issues/1505,open,waiting-response,,0.000,only_secondary_labels
1507,Adding taints has wrong syntax in DO docs,"I have observed an issue in (probably) auto-generated docs under `doctl kubernetes cluster node-pool create` and `doctl kubernetes cluster node-pool update`. Under Flags option `--taint`, the description says > Taint in key[=value:]effec...",https://github.com/digitalocean/doctl/issues/1507,closed,bug,bug,0.850,over_max_per_class
1513,Incremental builds don't work with --remote-build,**Describe the Issue:** ``` $ doctl serverless deploy . --remote-build --incremental Deploying '/Users/nathan/project' to namespace 'fn-...' on host 'https://faas-syd1-c274eac6.doserverless.co' Error: Cannot read properties of undefined ...,https://github.com/digitalocean/doctl/issues/1513,open,bug,bug,1.000,over_max_per_class
1516,doctl kubernetes cluster node-pool create mycluster123 --auto-scale --min-nodes 0 --name test --size s-1vcpu-2gb --max-nodes 1 --count 0 says the node pool needs at least min 1,In your documentation (https://docs.digitalocean.com/reference/doctl/reference/kubernetes/cluster/node-pool/create/) you write: > The minimum number of nodes in the node pool when autoscaling is enabled > Default: 0 wheres when I write f...,https://github.com/digitalocean/doctl/issues/1516,open,bug;do-api,bug,1.000,over_max_per_class
1525,Error: websocket: bad handshake for doctl apps logs <app id> -f --tail 200,**Describe the Issue:** <!-- Please provide a clear and concise description of the problem you are facing including the steps to reproduce the issue. --> The command `doctl apps logs <app id> -f --tail 200` returns the following error: `...,https://github.com/digitalocean/doctl/issues/1525,closed,bug,bug,1.000,over_max_per_class
1527,doctl --user-data help syntax wrong ,**Describe the Issue:** wrong help/usage for --user-data running `doctl compute droplet create --help ` shows the usage example: `doctl compute droplet create example-droplet --size s-2vcpu-2gb --image ubuntu-20-04-x64 --region nyc1 --us...,https://github.com/digitalocean/doctl/issues/1527,closed,bug,bug,1.000,over_max_per_class
1530,"doctl registry login fails with ""error storing credentials""","**Describe the Issue:** I want to log Docker into Container Registry, but the `doctl registry login` command fails with following output: ```bash ❯ doctl registry login Logging Docker in to registry.digitalocean.com Notice: Login valid f...",https://github.com/digitalocean/doctl/issues/1530,closed,bug,bug,1.000,over_max_per_class
1533,feature: functions: create function triggers with doctl ,**What is the problem this feature would solve? Please describe.** I would like to be able to create Serverless Function Triggers with `doctl` and not `project.yml`. **Describe the solution you'd like** ```bash doctl serverless trigger c...,https://github.com/digitalocean/doctl/issues/1533,open,suggestion,enhancement,0.750,over_max_per_class
1534,functions: attributes generated by quick start are undocumented ,**Describe the Issue:** If you generate a quick start for `Go` with `doctl` ... ```bash doctl serverless init --language go test ``` `doctl` will generate a quick start and it's `project.yml` for the language. If you inspect the generate...,https://github.com/digitalocean/doctl/issues/1534,open,bug,bug,0.750,over_max_per_class
1536,doctl apps logs doesn't output JSON,"**What is the problem this feature would solve? Please describe.** On our apps services, we use JSON logging (pino) and it'd be really helpful to be able to do `doctl apps logs <id> -f | pino-pretty` but I can't because the log lines inc...",https://github.com/digitalocean/doctl/issues/1536,closed,do-api;suggestion,enhancement,1.000,over_max_per_class
1537,Functions node flag --env not working?,**Describe the Issue:** I've been trying to deploy a relatively simple function written in js with the following structure: ``` packages -- mypackage -- -- myfunction -- -- -- index.js .env project.yml ``` I have the deploy command `doct...,https://github.com/digitalocean/doctl/issues/1537,closed,bug,bug,0.750,over_max_per_class
1543,`doctl auth list --output json` produces text output,**Describe the Issue:** Running `doctl auth list --output json` & `doctl auth list --output text` produce the same output in text format. <!-- Please provide a clear and concise description of the problem you are facing including the ste...,https://github.com/digitalocean/doctl/issues/1543,closed,bug,bug,0.750,over_max_per_class
1545,Serverless: Can not install Serverless in Linux x64,`doclt serverless install` return error when running on Linux Intel x64: _Downloading...Error: serverless support is not available for 32-bit linux_ **Environment:** - doctl version: doctl-1.108.0-linux-386 - OS: ubuntu 22.04.4 running o...,https://github.com/digitalocean/doctl/issues/1545,closed,bug,bug,1.000,over_max_per_class
1559,`doctl serverless install` should not require authentication,"**Describe the Issue:** When running `doctl serverless install` without `DIGITALOCEAN_ACCESS_TOKEN` set, the command will refuse to install the `serverless` extension. **Environment:** - doctl version: <!-- The output of `1.110.0` --> - ...",https://github.com/digitalocean/doctl/issues/1559,open,bug,bug,0.750,over_max_per_class
1572,"Can `dockerSocketPath` be configurable, issues when socket is in different location.",https://github.com/digitalocean/doctl/blob/9282784517cb25d3cb6b06a4895626b173177603/internal/apps/builder/cnb.go#L36 Error: preparing build environment: Cannot connect to the Docker daemon at unix:///var/run/docker.sock. Is the docker da...,https://github.com/digitalocean/doctl/issues/1572,open,,,0.000,no_high_confidence_signal
1574,Dependency inconsistency caused by `replace`,**What is the problem this feature would solve? Please describe.** Currently `doctl` depends on `github.com/digitalocean/godo v1.121.0` but do not follow to use the replace directive declared in `godo's` go.mod as below. Repo `godo` uses...,https://github.com/digitalocean/doctl/issues/1574,closed,suggestion,enhancement,0.750,over_max_per_class
1584,Add --wait flag to databases migrate command,"**What is the problem this feature would solve? Please describe.** doctl aims to be useful in scripting. One way it does this is by providing a --wait flag for long running, async operations to block until they are complete rather than m...",https://github.com/digitalocean/doctl/issues/1584,closed,hacktoberfest;help wanted,,0.000,only_secondary_labels
1585,Add --wait flag to databases resize command,"**What is the problem this feature would solve? Please describe.** doctl aims to be useful in scripting. One way it does this is by providing a --wait flag for long running, async operations to block until they are complete rather than m...",https://github.com/digitalocean/doctl/issues/1585,closed,hacktoberfest;help wanted,,0.000,only_secondary_labels
1594,Option descriptions not printed correctly.,"**Describe the Issue:** I have noticed that option descriptions are not printed exactly as defined in the code. For instance, the code is: AddStringFlag(cmdKubeClusterCreate, doctl.ArgClusterVersionSlug, """", ""latest"", ""A `slug` indicatin...",https://github.com/digitalocean/doctl/issues/1594,closed,bug,bug,0.750,over_max_per_class
1597,Some inconsistencies in enum argument descriptions,"**Describe the Issue:** I have done some more investigation related to this PR: https://github.com/digitalocean/doctl/pull/1595, and I found more related issues / inconsistencies. For instance in **doctl databases topics update**: ``` --...",https://github.com/digitalocean/doctl/issues/1597,open,bug;hacktoberfest,bug,0.750,over_max_per_class
1602,Error: unexpected end of JSON input,I suddenly can't deploy anymore with `doctl`. I'm just doing `./doctl serverless deploy --remote-build --verbose-build .` and am getting the following error: `Error: unexpected end of JSON input`. I tried: - Update to the newest version ...,https://github.com/digitalocean/doctl/issues/1602,open,bug,bug,1.000,over_max_per_class
1605,[Windows ARM64] 404 error on `doctl serverless install`,"**Describe the Issue:** When I run this in Powershell, I get an error: ``` doctl.exe serverless install Downloading...Error: received status code 404 attempting to download from https://nodejs.org/dist/v18.17.1/node-v18.17.1-win-arm64.zi...",https://github.com/digitalocean/doctl/issues/1605,open,bug,bug,1.000,over_max_per_class
1614,doctl apps logs id -f quietly quits,**Describe the Issue:** 1. Using `doctl apps logs id -f` often quietly quits. 2. A redeployment of the app doesn't switch to the new running container. **Environment:** - doctl version: `doctl version 1.117.0-release` - OS: `Darwin 23.6....,https://github.com/digitalocean/doctl/issues/1614,open,bug,bug,0.750,over_max_per_class
1615,Reference an app by name instead of ID,**What is the problem this feature would solve? Please describe.** Apps in the UI are listed by name but in doctl I always have to figure out the UUID by going to the UX and copy-pasting it. Add support to using names instead of IDs in d...,https://github.com/digitalocean/doctl/issues/1615,closed,suggestion,enhancement,1.000,over_max_per_class
1618,doctl manual,**What is the problem this feature would solve? Please describe.** manuals are standard with alot of cli tools. doctl does not have a manual entry . this feature would solve my problem of having to open a browser to find commands. additi...,https://github.com/digitalocean/doctl/issues/1618,open,suggestion,enhancement,1.000,over_max_per_class
1619,bug: fail to create a kube cluster,**Describe the Issue:** I've been using a `doctl` script to create a cluster for months. Today it failed to work with the error below <!-- Please provide a clear and concise description of the problem you are facing including the steps t...,https://github.com/digitalocean/doctl/issues/1619,closed,bug,bug,1.000,over_max_per_class
1624,doctl .deb package,**What is the problem this feature would solve? Please describe.** <!-- A clear and concise description of what the problem is. Ex. I'm always frustrated when [...] --> The current installation process involves multiple manual actions an...,https://github.com/digitalocean/doctl/issues/1624,open,suggestion,enhancement,1.000,over_max_per_class
1632,Deployment failure: `sh: 1: tsc: Permission denied`,**Describe the Issue:** When using NodeJS 18 I can reproduce a consistent failure to deploy with a brand new function. Repro steps: ``` doctl serverless init test --language ts <change runtime to nodejs:18> doctl serverless deploy test d...,https://github.com/digitalocean/doctl/issues/1632,open,bug,bug,1.000,over_max_per_class
1635,"Document permissions for ""doctl compute droplet create"" optional flags",### Issue I'm utilizing the official [digitalocean/action-doctl@v2](https://github.com/digitalocean/action-doctl) Github action. I initialize the `doctl` client by passing an API key. I'm trying to create a droplet with the following `do...,https://github.com/digitalocean/doctl/issues/1635,closed,bug,bug,1.000,over_max_per_class
1637,functions: runtime of go:1.20 ignored ,**Describe the Issue:** Can't create Digital Ocean Go Function with `go:1.20` instead I get `go:1.17`. ```yaml packages: - name: webhooks functions: - name: notifier2 runtime: go:1.20 web: false ``` ``` doctl serverless deploy packages/w...,https://github.com/digitalocean/doctl/issues/1637,open,bug,bug,1.000,over_max_per_class
1644,"deploying serverless from ubuntu with python dependencies hangs, fails, is generally unclear",**Describe the Issue:** I am trying to deploy a very simple python script with a handful of dependencies via doctl and I just keep running into issue after issue: - It seems the only way to install dependencies is to include a build scri...,https://github.com/digitalocean/doctl/issues/1644,open,bug,bug,1.000,over_max_per_class
1647,Add ability of connecting recovery iso to droplet.,"Thanks for your effort in developing doctl. Using the digital ocean web interface, one can connect a recovery iso, and change if a droplet is booting from disk or from iso. This functionality is not currently exposed using doctl.",https://github.com/digitalocean/doctl/issues/1647,open,do-api;suggestion,enhancement,1.000,over_max_per_class
1656,doctl fail to install serverless when using docker,I am trying to use the **docker** version of doctl and: 1. sadly the image was created without serverless support already installed (why?) (also mentioned here #1559) 2. it fails when running `docker run --rm -it --env=DIGITALOCEAN_ACCES...,https://github.com/digitalocean/doctl/issues/1656,open,bug,bug,1.000,over_max_per_class
1665,1.122 installed via Homebrew on MacOS is flagged by antivirus,"**Describe the Issue:** Avast antivirus has flagged the tarball downloaded by Homebrew and the installed `doctl` binary for 1.122.0 as a `MacOS:Agent-APC [Tool]`. However, [VirusTotal does not flag](https://www.virustotal.com/gui/url/139...",https://github.com/digitalocean/doctl/issues/1665,open,bug,bug,0.750,over_max_per_class
1666,Allow Interacting with spaces,**What is the problem this feature would solve? Please describe.** Currently documentation asks to install different tools for interacting with spaces. **Describe the solution you'd like** It would be great if it was a single doctl utility.,https://github.com/digitalocean/doctl/issues/1666,open,suggestion,enhancement,1.000,over_max_per_class
1681,"doctl compute droplet create - starting two extra droplets, both named true","**Describe the Issue:** doctl compute droplet create - starting two extra droplets, both named true ~~~bash doctl compute droplet create 'server.domain.com' \ --size s-1vcpu-512mb-10gb \ --image ubuntu-24-04-x64 \ --region sfo3 \ --enabl...",https://github.com/digitalocean/doctl/issues/1681,closed,bug,bug,0.750,over_max_per_class
1683,doctl compute action list is SLOW,**Describe the Issue:** `doctl compute action list --after=2025-04-11T00:00:00.00Z` is VERY slow ~5 minutes. (Note: this is for <1 day of actions at time of posting) **Environment:** - doctl version: doctl version 1.124.0-release - OS: M...,https://github.com/digitalocean/doctl/issues/1683,open,bug,bug,1.000,over_max_per_class
1689,"unknown field ""authority"" reported when validating example spec from DO documentation",**Describe the Issue:** If you try to validate the example spec provided here: https://docs.digitalocean.com/products/app-platform/how-to/manage-domains/#use-subdomain-routing You get the following error: ``` Error: parsing app spec: jso...,https://github.com/digitalocean/doctl/issues/1689,closed,bug,bug,0.600,below_min_confidence
1710,Error getting terminal size: The handle is invalid,**Describe the Issue:** When attempting to connect to an app platform terminal using doctl the following is received: `Error: error getting terminal size: The handle is invalid.` **Environment:** <!-- Please provide the following informa...,https://github.com/digitalocean/doctl/issues/1710,open,bug,bug,1.000,over_max_per_class
1719,feature request: store the token in the keyring,"**What is the problem this feature would solve? Please describe.** I would like to avoid the token being stored on my disk. To prevent a rogue script from reading it. For most people, their keyring is unlocked when they log-in so the ""pr...",https://github.com/digitalocean/doctl/issues/1719,open,suggestion,enhancement,1.000,over_max_per_class
1737,droplet-autoscale create/update --user-data-file,"It seems like `--user-data-file` is missing when doing `droplet-autoscale` commands. It is hard to use the `--user-data`, so having `--user-data-file` would be nice her.",https://github.com/digitalocean/doctl/issues/1737,open,suggestion,enhancement,1.000,over_max_per_class
1749,doctl list-tags flags no longer working,"**Describe the Issue:** Since the last update - we are having issues with `doctl registry repository list-tags`, where flags such as `--format` and `--no-header` are no longer working. **Environment:** - doctl version: 1.142.0-release - ...",https://github.com/digitalocean/doctl/issues/1749,open,bug;hacktoberfest,bug,0.750,over_max_per_class
1753,doctl registry garbage-collection start --force still asks for confirmation,"The -f, --force flag should run the `doctl registry garbage-collection-start` command without confirmation prompt. Bu when executing the command it still asks for confirmation ``` doctl registry garbage-collection start --force my-reposi...",https://github.com/digitalocean/doctl/issues/1753,closed,bug,bug,0.750,over_max_per_class
1759,v1.144.0 missing builds,"**Describe the Issue:** The v1.144.0 version that was just released only has source files, breaking [digitalocean/action-doctl](https://github.com/digitalocean/action-doctl) **Environment:** - doctl version: 1.144.0 - OS: Ubuntu 24.04 - ...",https://github.com/digitalocean/doctl/issues/1759,closed,bug,bug,0.750,over_max_per_class
1760,1.444.0 Release missing files,**Describe the Issue:** The latest release is missing the target release files causing [action-doctl](https://github.com/digitalocean/action-doctl) to fail. Interestingly the GH action attempts to download previous versions and those see...,https://github.com/digitalocean/doctl/issues/1760,closed,bug,bug,1.000,over_max_per_class
